n_estimators,row_id,estimator,true,logit_No,logit_Yes,p_Yes
2,0,0,No,-0.000758936,-7.10864,0.000817962
2,1,0,No,-0.000514998,-7.46348,0.000573623
2,2,0,No,-0.0742485,-2.6364,0.0716144
2,3,0,Yes,-2.93322,-0.0546317,0.946778
2,4,0,No,-0.00684873,-4.97846,0.00688426
2,5,0,Yes,-2.41375,-0.0936735,0.910526
2,6,0,No,-0.349537,-1.22063,0.295027
2,7,0,No,-0.0798569,-2.5664,0.0768068
2,8,0,No,-1.18412,-0.365223,0.694001
2,9,0,No,-0.003259,-5.70987,0.00331289
2,10,0,No,-0.000444809,-7.59334,0.000503766
2,11,0,No,-0.00268157,-5.90082,0.00273703
2,12,0,No,-0.000626283,-7.28525,0.000685536
2,13,0,No,-0.0698901,-2.6947,0.0675588
2,14,0,Yes,-0.121619,-2.16654,0.114567
2,15,0,Yes,-1.39851,-0.283564,0.753051
2,16,0,No,-0.0012008,-6.67711,0.00125933
2,17,0,No,-0.000694397,-7.1907,0.000753517
2,18,0,Yes,-2.701,-0.0694346,0.932866
2,19,0,Yes,-2.68423,-0.0706533,0.93173
2,20,0,Yes,-1.99751,-0.145735,0.864336
2,21,0,Yes,-4.23913,-0.0144648,0.985581
2,22,0,Yes,-3.23732,-0.0399993,0.960733
2,23,0,Yes,-2.36016,-0.0990973,0.905601
2,24,0,Yes,-2.75094,-0.0659349,0.936136
2,25,0,Yes,-3.08712,-0.0466449,0.954369
2,26,0,No,-0.0780705,-2.58813,0.0751559
2,27,0,No,-0.0087952,-4.73119,0.00881545
2,28,0,No,-0.838437,-0.566209,0.56764
2,29,0,Yes,-0.965862,-0.478998,0.619367
2,30,0,Yes,-4.47486,-0.0113975,0.988609
2,31,0,Yes,-1.69519,-0.202735,0.816447
2,32,0,No,-0.489945,-0.948302,0.387376
2,33,0,Yes,-0.836476,-0.567706,0.566791
2,34,0,Yes,-0.28098,-1.40643,0.245001
2,35,0,No,-0.980183,-0.470298,0.624779
